550 10 0.7
625 19 0.8
665 30 1
690 39 1
710 48 1
730 60 1.5
745 70 1.5
755 77 1.6
765 85 1.6
775 92 1.6
785 99 1.5
795 105 1.5
810 114 1.4
830 124 1.2
850 131 1.1
870 136 1
890 142 0.8
910 145 0.8
935 150 0.9
965 153 1
1000 156 1.2
1040 158 1.6
1075 160 2.5
1105 162 3.4
1135 163 4
1150 164 6
