510 9.3 0.7
530 10.4 0.6
550 13.1 0.8
570 13.5 0.7
590 17.6 0.8
610 19.4 0.8
630 20.9 0.8
650 25.5 0.7
670 32.1 0.7
690 37.5 0.5
710 46.1 0.9
730 57.8 1.3
750 73 2.3
790 113.3 1.9
810 118.1 1.1
830 126.8 0.7
850 137.8 1.1
870 138.2 1
890 145.2 0.8
910 148.1 1
